Year,Month,District,Flood Events,Flood Extent (sq km)
2014,6,Jabalpur,4871110,4347.301581176471
2014,7,Jabalpur,4871110,274.93635882352936
2014,8,Jabalpur,4871110,1777.0029847058825
2014,9,Jabalpur,4871110,4376.286674117648
2014,10,Jabalpur,4871110,4362.5691635294115
2014,11,Jabalpur,4871110,4383.978035294119
2014,12,Jabalpur,4871110,4378.731575294118
2015,1,Jabalpur,4871110,3662.1981070588245
2015,2,Jabalpur,4871110,4376.916462352942
2015,3,Jabalpur,4871110,4382.146969411765
2015,4,Jabalpur,4871110,4384.068935294118
2015,5,Jabalpur,4871110,4384.001435294118
2015,6,Jabalpur,4871110,3813.701340000002
2015,7,Jabalpur,4871110,60.66614823529414
2015,8,Jabalpur,4871110,3772.8206011764714
2015,9,Jabalpur,4871110,4384.01565882353
2015,10,Jabalpur,4871110,4384.068935294118
2015,11,Jabalpur,4871110,4384.068935294118
2015,12,Jabalpur,4871110,4382.090022352942
2016,1,Jabalpur,4871110,4141.040036470589
2016,2,Jabalpur,4871110,4383.33675882353
2016,3,Jabalpur,4871110,4384.068935294118
2016,4,Jabalpur,4871110,4384.068935294118
2016,5,Jabalpur,4871110,4384.068935294118
2016,6,Jabalpur,4871110,4355.789872941176
2016,7,Jabalpur,4871110,0.0
2016,8,Jabalpur,4871110,903.0152223529411
2016,9,Jabalpur,4871110,2407.5282564705876
2016,10,Jabalpur,4871110,4384.068935294118
2016,11,Jabalpur,4871110,4384.040403529411
2016,12,Jabalpur,4871110,4381.788508235294
2017,1,Jabalpur,4871110,1817.5507517647075
2017,2,Jabalpur,4871110,4384.056335294117
2017,3,Jabalpur,4871110,4384.068935294118
2017,4,Jabalpur,4871110,4384.068935294118
2017,5,Jabalpur,4871110,4384.068935294118
2017,6,Jabalpur,4871110,4330.760262352941
2017,7,Jabalpur,4871110,0.0
2017,8,Jabalpur,4871110,229.72628470588234
2017,9,Jabalpur,4871110,3836.9432894117667
2017,10,Jabalpur,4871110,4384.068935294117
2017,11,Jabalpur,4871110,4384.068935294117
2017,12,Jabalpur,4871110,4345.1761094117655
2018,1,Jabalpur,4871110,4381.163075294118
2018,2,Jabalpur,4871110,4384.033517647059
2018,3,Jabalpur,4871110,4384.068935294117
2018,4,Jabalpur,4871110,4384.068935294118
2018,5,Jabalpur,4871110,4384.068935294117
2018,6,Jabalpur,4871110,4354.829304705882
2018,7,Jabalpur,4871110,2782.651743529413
2018,8,Jabalpur,4871110,75.45788470588235
2018,9,Jabalpur,4871110,4369.219824705883
2018,10,Jabalpur,4871110,4384.068935294118
2018,11,Jabalpur,4871110,4384.053903529412
2018,12,Jabalpur,4871110,4377.150716470589
2019,1,Jabalpur,4871110,4249.414020000002
2019,2,Jabalpur,4871110,4383.96584117647
2019,3,Jabalpur,4871110,4384.068935294118
2019,4,Jabalpur,4871110,4384.068935294118
2019,5,Jabalpur,4871110,4384.068935294118
2019,6,Jabalpur,4871110,4162.181057647061
2019,7,Jabalpur,4871110,2787.9458152941193
2019,8,Jabalpur,4871110,0.126
2019,9,Jabalpur,4871110,3357.800894117649
2019,10,Jabalpur,4871110,4357.7047835294115
2019,11,Jabalpur,4871110,4366.927602352942
2019,12,Jabalpur,4871110,4020.366903529414
2020,1,Jabalpur,4871110,4374.207010588236
2020,2,Jabalpur,4871110,4382.030064705883
2020,3,Jabalpur,4871110,4384.068935294117
2020,4,Jabalpur,4871110,4384.068935294118
2020,5,Jabalpur,4871110,4384.068935294118
2020,6,Jabalpur,4871110,3888.436662352944
2020,7,Jabalpur,4871110,433.64320941176453
2020,8,Jabalpur,4871110,2975.267396470591
2020,9,Jabalpur,4871110,3523.1606823529423
2020,10,Jabalpur,4871110,4384.0599670588235
2020,11,Jabalpur,4871110,4383.662428235295
2020,12,Jabalpur,4871110,4179.721108235296
2021,1,Jabalpur,4871110,4373.885212941177
2021,2,Jabalpur,4871110,4377.972314117647
2021,3,Jabalpur,4871110,4384.059035294118
2021,4,Jabalpur,4871110,4384.068935294117
2021,5,Jabalpur,4871110,4384.068935294118
2021,6,Jabalpur,4871110,4302.596601176471
2021,7,Jabalpur,4871110,1617.7790223529416
2021,8,Jabalpur,4871110,2.454956470588235
2021,9,Jabalpur,4871110,751.2039352941192
2021,10,Jabalpur,4871110,4384.068935294118
2021,11,Jabalpur,4871110,4378.198192941177
2021,12,Jabalpur,4871110,3293.926072941178
2022,1,Jabalpur,0,0.0
2022,2,Jabalpur,0,0.0
2022,3,Jabalpur,0,0.0
2022,4,Jabalpur,0,0.0
2022,5,Jabalpur,0,0.0
2022,6,Jabalpur,0,0.0
2022,7,Jabalpur,0,0.0
2022,8,Jabalpur,0,0.0
2022,9,Jabalpur,0,0.0
2022,10,Jabalpur,0,0.0
2022,11,Jabalpur,0,0.0
2022,12,Jabalpur,0,0.0
2023,1,Jabalpur,0,0.0
2023,2,Jabalpur,0,0.0
2023,3,Jabalpur,0,0.0
2023,4,Jabalpur,0,0.0
2023,5,Jabalpur,0,0.0
2023,6,Jabalpur,0,0.0
2023,7,Jabalpur,0,0.0
2023,8,Jabalpur,0,0.0
2023,9,Jabalpur,0,0.0
2023,10,Jabalpur,0,0.0
2023,11,Jabalpur,0,0.0
2023,12,Jabalpur,0,0.0
2000,1,Mandla,8193334,0.0
2000,2,Mandla,8193334,2570.666198823528
2000,3,Mandla,8193334,6834.059297647056
2000,4,Mandla,8193334,2633.259677647057
2000,5,Mandla,8193334,0.0
2000,6,Mandla,8193334,3408.315582352941
