Year,Month,District,Rainfall (mm)
2010,8,Mandla,465.7913863540746
2010,9,Mandla,347.6436335976931
2010,10,Mandla,44.93202383719449
2010,11,Mandla,11.071636192140858
2010,12,Mandla,7.020909032097723
2011,1,Mandla,14.30958390282506
2011,2,Mandla,16.121937122789284
2011,3,Mandla,13.449318736627154
2011,4,Mandla,21.028610865224348
2011,5,Mandla,11.667167325768602
2011,6,Mandla,193.2448528748738
2011,7,Mandla,383.2676677105029
2011,8,Mandla,563.3061150077003
2011,9,Mandla,260.3842454422244
2011,10,Mandla,15.01186291897333
2011,11,Mandla,3.338905140886954
2011,12,Mandla,3.6510547761914482
2012,1,Mandla,45.60429167484353
2012,2,Mandla,13.043255816406258
2012,3,Mandla,13.16079918257052
2012,4,Mandla,7.959708942525074
2012,5,Mandla,5.5388624562166
2012,6,Mandla,117.06853897177069
2012,7,Mandla,569.2942051775944
2012,8,Mandla,509.4133940167881
2012,9,Mandla,182.7841627166411
2012,10,Mandla,23.395399531982566
2012,11,Mandla,12.66954357213707
2012,12,Mandla,7.021881997689132
2013,1,Mandla,24.905081420710037
2013,2,Mandla,25.096114848563992
2013,3,Mandla,49.98193410463745
2013,4,Mandla,20.75592972902356
2013,5,Mandla,4.289207304835463
2013,6,Mandla,338.190742283381
2013,7,Mandla,478.33233953102166
2013,8,Mandla,632.1874242669969
2013,9,Mandla,152.21213994752082
2013,10,Mandla,158.11642349321306
2013,11,Mandla,3.7254742092278494
2013,12,Mandla,4.712479092764384
2014,1,Mandla,33.51079830957097
2014,2,Mandla,58.803753189053914
2014,3,Mandla,38.51555019782815
2014,4,Mandla,14.076945353396228
2014,5,Mandla,4.450054977936562
2014,6,Mandla,117.91803308560539
2014,7,Mandla,470.62764154266983
2014,8,Mandla,321.6561880164642
2014,9,Mandla,223.37136281727234
2014,10,Mandla,69.4813568189016
2014,11,Mandla,7.717162594215232
2014,12,Mandla,5.560859640426669
2015,1,Mandla,28.968017391247933
2015,2,Mandla,14.67532670239982
2015,3,Mandla,41.87188774176027
2015,4,Mandla,14.7580393563734
2015,5,Mandla,7.440624933951764
2015,6,Mandla,182.33105622491476
2015,7,Mandla,265.27063857305563
2015,8,Mandla,419.4576169976314
2015,9,Mandla,122.03780948577263
2015,10,Mandla,33.480566618244424
2015,11,Mandla,9.173178537301148
2015,12,Mandla,4.24490777925076
2016,1,Mandla,14.70704846746993
2016,2,Mandla,22.55646039821978
2016,3,Mandla,28.6416109408808
2016,4,Mandla,5.465003367226547
